Predicted ANN load,Target Load,LSTM Load,Tmestamp,LSTM_MODEL_1_Load,LSTM_MODEL_2_Load,LSTM_MODEL_3_Load,CNN_LSTM_MODEL_Load,EMD-LSTM
51695.242,52664.13868,52262.465,16/10/2010 19:00,[49383.312],[49347.57],[56529.4],[51934.066],49841.824
51743.848,52181.92478,52178.18,16/10/2010 20:00,[49353.37],[50232.375],[56763.434],[52028.105],49841.824
51243.004,51126.56856,51643.965,16/10/2010 21:00,[50079.95],[52811.914],[56834.125],[51562.9],49841.824
50350.582,50463.86665,50675.125,16/10/2010 22:00,[51473.42],[55327.63],[56767.33],[50603.57],49841.824
49786.836,49834.40738,49968.14,16/10/2010 23:00,[53269.027],[56545.887],[56577.72],[49943.59],49841.824
49270.887,49487.11951,49248.035,17/10/2010 0:00,[54589.336],[56729.445],[56230.918],[49268.32],49841.824
48154.707,49249.53237,49132.836,17/10/2010 1:00,[55522.598],[56694.15],[55476.574],[48414.59],49820.605
48255.812,49068.45773,48846.984,17/10/2010 2:00,[56275.773],[56592.047],[54516.977],[48378.37],49820.605
48420.094,48921.799,48669.58,17/10/2010 3:00,[56808.004],[56447.73],[54073.69],[48441.598],49820.605
48438.574,49037.95271,48632.336,17/10/2010 4:00,[57221.46],[56272.875],[53886.69],[48533.19],49820.605
49015.438,49404.59953,49044.727,17/10/2010 5:00,[57355.195],[55855.895],[53387.223],[49007.68],49820.605
49729.223,50203.98738,50023.926,17/10/2010 6:00,[57403.547],[55174.],[51846.562],[49875.574],49820.605
51011.47,52404.45496,51725.957,17/10/2010 7:00,[57361.285],[54714.555],[50726.984],[51362.645],49820.605
53989.316,54329.39967,54626.13,17/10/2010 8:00,[57180.22],[55383.117],[50004.98],[54005.547],49820.605
55730.453,55772.13048,56034.61,17/10/2010 9:00,[56870.996],[54848.984],[49663.727],[55475.11],49820.605
56465.125,56312.61678,56472.17,17/10/2010 10:00,[56325.88],[53372.242],[49429.82],[56163.785],49841.824
56531.734,56807.73665,56441.516,17/10/2010 11:00,[55561.195],[51767.543],[49272.855],[56290.188],49841.824
56560.113,56602.60998,56681.863,17/10/2010 12:00,[54652.04],[50800.824],[49187.11],[56412.91],49841.824
56194.92,56875.98185,56477.66,17/10/2010 13:00,[53991.95],[50183.02],[49398.25],[56020.94],49841.824
56143.836,56865.22688,56670.73,17/10/2010 14:00,[53513.938],[49763.617],[50053.62],[56069.484],49841.824
55899.6,56563.69653,56646.207,17/10/2010 15:00,[52627.88],[49400.73],[51080.598],[55912.594],49841.824
55465.305,55173.95841,56364.035,17/10/2010 16:00,[51356.09],[49237.45],[53153.516],[55524.668],49841.824
54257.26,53584.37333,54843.547,17/10/2010 17:00,[50536.8],[49090.68],[55418.594],[54389.973],49841.824
52795.13,53634.23729,53125.605,17/10/2010 18:00,[49926.42],[49074.58],[56573.984],[53112.324],49841.824
52612.895,53796.73517,52851.297,17/10/2010 19:00,[49607.766],[49198.19],[56863.727],[53005.562],49841.824
52452.26,53159.4541,52660.77,17/10/2010 20:00,[49411.695],[49629.965],[57020.082],[52985.938],49841.824
51725.05,51819.97104,52006.84,17/10/2010 21:00,[49377.895],[51313.188],[57044.56],[52383.188],49841.824
50578.965,51071.42488,51003.008,17/10/2010 22:00,[49493.12],[53607.72],[56997.93],[51236.28],49841.824
49901.223,50447.24533,50346.902,17/10/2010 23:00,[50038.883],[55821.266],[56876.297],[50501.938],49841.824
49397.645,50051.4623,49735.625,18/10/2010 0:00,[51056.96],[56499.39],[56465.08],[49861.547],49841.824
49318.65,49852.39752,49747.07,18/10/2010 1:00,[52858.996],[56758.664],[55550.137],[49085.023],49734.523
49256.82,49700.85017,49479.535,18/10/2010 2:00,[54963.637],[56876.21],[54348.31],[49108.348],49732.836
49472.84,49563.77314,49330.633,18/10/2010 3:00,[56009.688],[56846.51],[53912.984],[49214.453],49732.266
49484.145,49640.42677,49296.66,18/10/2010 4:00,[56519.22],[56646.21],[53744.22],[49317.902],49733.844
49849.613,50002.18497,49718.473,18/10/2010 5:00,[56775.992],[56118.637],[53174.97],[49774.71],49735.242
50576.28,50488.11423,50773.11,18/10/2010 6:00,[56932.613],[55298.188],[51784.19],[50650.33],49732.883
51401.094,52981.89926,52028.977,18/10/2010 7:00,[56897.117],[54611.75],[50895.53],[51680.016],49731.117
54589.484,54905.47516,55118.645,18/10/2010 8:00,[56831.727],[54661.344],[50321.31],[54533.65],49721.867
56122.867,56340.9708,56519.15,18/10/2010 9:00,[56676.156],[54218.29],[49868.805],[55999.742],49721.867
56780.266,56737.73155,56978.5,18/10/2010 10:00,[56283.062],[53366.523],[49449.887],[56708.773],49721.867
56747.137,56862.2937,56833.6,18/10/2010 11:00,[55355.65],[52051.707],[49251.33],[56747.523],49721.867
56595.066,56582.85994,56782.87,18/10/2010 12:00,[54307.555],[51120.523],[49191.8],[56600.2],49721.867
56208.625,56958.50183,56512.332,18/10/2010 13:00,[53889.5],[50459.6],[49368.434],[56167.67],49721.867
56251.008,56916.6552,56770.484,18/10/2010 14:00,[53716.164],[50042.92],[49961.926],[56319.594],49721.867
56073.316,56524.78308,56701.836,18/10/2010 15:00,[53125.605],[49780.547],[50840.395],[56146.914],49721.867
55679.4,55164.76779,56301.902,18/10/2010 16:00,[51868.22],[49600.64],[52388.402],[55702.65],49755.49
54497.773,53748.43556,54764.504,18/10/2010 17:00,[50932.07],[49457.16],[54297.055],[54503.754],49755.49
53133.844,54012.42127,53199.79,18/10/2010 18:00,[50326.668],[49380.215],[56093.152],[53284.816],49789.113
52994.477,53965.09939,52940.01,18/10/2010 19:00,[50032.17],[49452.316],[56633.24],[53292.656],40896.566
52703.914,53237.86763,52520.88,18/10/2010 20:00,[49860.004],[50098.832],[56868.617],[53122.17],40897.43
51912.645,51821.5354,51858.13,18/10/2010 21:00,[49897.594],[52530.902],[56993.56],[52432.22],40897.438
50740.023,51089.02393,50887.902,18/10/2010 22:00,[50076.19],[55179.43],[57024.707],[51209.28],40897.016
50096.625,50336.17578,50277.29,18/10/2010 23:00,[50544.73],[56334.5],[56897.023],[50496.75],40897.03
49484.88,49944.4992,49534.19,19/10/2010 0:00,[51469.934],[56526.14],[56463.582],[49713.6],40897.047
49017.14,49815.43952,49713.22,19/10/2010 1:00,[53171.152],[56520.574],[55550.18],[49029.65],49736.164
49099.168,49637.10251,49550.766,19/10/2010 2:00,[55303.92],[56445.047],[54342.1],[49098.297],49732.08
49103,49486.14179,49383.777,19/10/2010 3:00,[56199.586],[56306.664],[53830.75],[49119.227],49730.555
49333.21,49573.94148,49347.5,19/10/2010 4:00,[56592.31],[56087.52],[53731.96],[49188.26],49732.727
49677.875,49971.48441,49758.125,19/10/2010 5:00,[56691.387],[55791.43],[53084.297],[49642.086],49735.484
50429.426,50566.91885,50763.75,19/10/2010 6:00,[56709.1],[55293.664],[51747.062],[50564.87],49736.195
51408.734,52951.1987,52054.54,19/10/2010 7:00,[56602.438],[54777.883],[50890.26],[51738.58],49732.547
54494.56,54646.76916,54971.33,19/10/2010 8:00,[56492.93],[54686.227],[50221.93],[54556.984],49730.312
55935.348,55995.24729,56238.67,19/10/2010 9:00,[56253.445],[54574.824],[49865.703],[55917.92],49789.113
56644.9,56426.22841,56756.688,19/10/2010 10:00,[55800.723],[53954.156],[49551.945],[56632.832],49789.113
56629.496,56540.03559,56671.008,19/10/2010 11:00,[54863.74],[52617.516],[49437.285],[56678.812],49789.113
56474.316,56407.84719,56611.562,19/10/2010 12:00,[53949.055],[51628.402],[49338.906],[56505.562],49789.113
56171.887,56534.95142,56438.78,19/10/2010 13:00,[53723.01],[50858.78],[49391.29],[56168.293],49789.113
56009.23,56632.13727,56499.992,19/10/2010 14:00,[53574.21],[50407.27],[49714.316],[56033.92],49789.113
55827.395,56373.82236,56525.29,19/10/2010 15:00,[52991.35],[50042.57],[50320.62],[55894.938],49789.113
55381.535,55533.76116,56212.16,19/10/2010 16:00,[51726.13],[49887.043],[51739.883],[55493.62],49789.113
54614.438,53871.43335,55274.664,19/10/2010 17:00,[50811.203],[49689.676],[55162.97],[54724.336],49789.113
53149.652,54178.6345,53639.29,19/10/2010 18:00,[50172.83],[49539.81],[56481.36],[53306.445],49789.113
53198.164,53944.56716,53531.723,19/10/2010 19:00,[49914.816],[49668.3],[56874.523],[53430.42],40897.066
52816.125,53171.77343,53110.33,19/10/2010 20:00,[49766.957],[50485.242],[57132.242],[53129.94],40897.082
51909.5,51834.24582,52456.97,19/10/2010 21:00,[49847.664],[52786.445],[57177.906],[52374.344],40897.094
50796.727,51085.50412,51493.105,19/10/2010 22:00,[50099.676],[55573.89],[57151.434],[51194.586],40897.1
50074.953,50374.89369,50803.414,19/10/2010 23:00,[50648.395],[56554.484],[57000.395],[50452.496],40896.676
49492.863,50021.73947,50062.09,20/10/2010 0:00,[51247.293],[56795.93],[56675.77],[49719.6],40896.676
49593.492,49801.16474,49737.523,20/10/2010 1:00,[51395.062],[56858.33],[55977.727],[49202.86],49737.117
49275.082,49583.13209,49458.887,20/10/2010 2:00,[52077.72],[56820.56],[54607.71],[49151.98],49731.734
49191.492,49487.70615,49268.688,20/10/2010 3:00,[54384.53],[56695.223],[54057.883],[49120.496],49729.344
49472.477,49532.48595,49340.336,20/10/2010 4:00,[56164.875],[56410.625],[54067.152],[49257.113],49731.312
49972.902,49873.71192,49722.492,20/10/2010 5:00,[56654.25],[55918.3],[53591.547],[49553.59],49734.25
50662.137,50523.31232,50633.242,20/10/2010 6:00,[56726.19],[55203.637],[52237.68],[50131.37],49737.28
51488.37,52793.58946,51980.383,20/10/2010 7:00,[56649.305],[54538.613],[51217.125],[51378.227],49736.17
54156.734,54813.96011,54907.156,20/10/2010 8:00,[56502.156],[54782.867],[50561.344],[53911.195],49729.953
55911.55,56431.89922,56517.79,20/10/2010 9:00,[56308.46],[54638.734],[50090.145],[55824.65],49789.113
56816.168,56885.7591,57130.973,20/10/2010 10:00,[55869.63],[53975.625],[49626.86],[56992.746],49789.113
56800.973,56934.64534,56981.99,20/10/2010 11:00,[55106.98],[52668.586],[49441.79],[57028.023],49789.113
56584.02,56630.57291,56869.777,20/10/2010 12:00,[54019.496],[51625.99],[49317.164],[56812.645],49789.113
56220.305,56756.11278,56576.336,20/10/2010 13:00,[53794.617],[50856.85],[49346.035],[56332.18],49789.113
56077.754,56660.88238,56629.54,20/10/2010 14:00,[53611.465],[50359.992],[49537.73],[56215.094],49789.113
55793.98,56562.13217,56497.844,20/10/2010 15:00,[53037.496],[49633.016],[49552.55],[55945.734],49789.113
55532.633,54953.77477,56326.1,20/10/2010 16:00,[51803.074],[49461.48],[50692.582],[55674.4],49755.49
54224.836,53489.9251,54680.51,20/10/2010 17:00,[50869.688],[49309.316],[51580.96],[54271.617],49755.49
52903.355,53552.1084,53285.547,20/10/2010 18:00,[50225.957],[49284.71],[52198.336],[52996.82],49755.49
52749.797,53486.79638,53035.39,20/10/2010 19:00,[49937.598],[49635.926],[52553.883],[52920.676],40896.664
52438.883,52952.17643,52773,20/10/2010 20:00,[49523.566],[50353.01],[52621.812],[52751.727],40896.645
51788.715,51679.17866,52327.61,20/10/2010 21:00,[49332.58],[51301.45],[52492.125],[52214.58],40897.906
50647.08,51026.44954,51377.805,20/10/2010 22:00,[49170.242],[51581.293],[52693.266],[51066.434],40897.008
50080.387,50305.27968,50786.2,20/10/2010 23:00,[49108.375],[52318.4],[52802.695],[50421.99],40896.527
49503.793,50032.68999,50003.707,21/10/2010 0:00,[49219.305],[52816.332],[52946.266],[49680.453],40896.895
49188.074,49781.61024,49642.754,21/10/2010 1:00,[49864.598],[52685.62],[52775.426],[48995.89],49736.39
49085.418,49566.90186,49350.676,21/10/2010 2:00,[51568.77],[52451.535],[52354.797],[48929.27],49732.61
49027.332,49331.46571,49159.477,21/10/2010 3:00,[52615.547],[52454.715],[52869.727],[48894.34],49731.055
48938.29,49295.28989,49051.973,21/10/2010 4:00,[53140.523],[52574.855],[52927.42],[48814.02],49732.234
49081.652,49435.69119,49360.66,21/10/2010 5:00,[53307.707],[52723.344],[52490.715],[49051.957],49735.125
49561.53,49246.99029,50044.88,21/10/2010 6:00,[53322.12],[52744.906],[51299.84],[49599.844],49733.984
49474.797,49563.77314,50089.562,21/10/2010 7:00,[53062.773],[52307.133],[50581.164],[49656.17],49733.086
49952.59,50498.67366,50816.676,21/10/2010 8:00,[52986.203],[52838.992],[49955.094],[50451.81],49732.016
51074.387,51978.16692,52311.42,21/10/2010 9:00,[52972.71],[52847.08],[49593.21],[51604.36],49841.824
52589.703,52528.43047,53565.965,21/10/2010 10:00,[52960.164],[52414.562],[49613.348],[52708.426],49755.49
52921.293,52626.00741,53346.1,21/10/2010 11:00,[52328.582],[51363.21],[49433.55],[53080.555],49755.49
52844.88,52575.75236,53085.69,21/10/2010 12:00,[51845.434],[50617.1],[49324.492],[53043.34],49755.49
52698.87,52455.29665,52920.027,21/10/2010 13:00,[52131.812],[50013.062],[49384.207],[52870.004],49755.49
52390.875,52420.2941,52776.117,21/10/2010 14:00,[52479.62],[49663.992],[49625.85],[52594.66],49755.49
52206,52378.64302,52719.168,21/10/2010 15:00,[52250.5],[49789.33],[50047.93],[52393.21],49755.49
51988.137,52194.6352,52649.26,21/10/2010 16:00,[51278.55],[49583.035],[51054.496],[52202.707],49755.49
51761.973,52010.43184,52408.824,21/10/2010 17:00,[50441.01],[49398.902],[51487.656],[51965.07],49755.49
51548.77,52739.22795,52113.43,21/10/2010 18:00,[49815.87],[49229.33],[52344.254],[51715.836],49841.824
51968.457,52672.74266,52386.812,21/10/2010 19:00,[49586.97],[49273.793],[52821.062],[52107.703],49841.824
51665.76,52228.07339,52062.84,21/10/2010 20:00,[49644.055],[49782.316],[52929.793],[51941.21],49841.824
51127.87,51031.53371,51544.145,21/10/2010 21:00,[50555.72],[50819.234],[52970.883],[51502.773],40896.816
50149.395,50440.5968,50477.49,21/10/2010 22:00,[52153.08],[51827.97],[52982.812],[50444.613],40896.73
49643.562,49614.41929,49838.906,21/10/2010 23:00,[53733.203],[52955.547],[53040.16],[49851.016],40897.5
49071.793,49338.89642,48927.53,22/10/2010 0:00,[54738.344],[53155.242],[53099.184],[48985.39],40896.98
48329.82,49284.33938,48832.484,22/10/2010 1:00,[55494.008],[53027.348],[53038.34],[48451.082],49820.605
48496.156,49108.73999,48808.176,22/10/2010 2:00,[56136.875],[53018.555],[52565.18],[48536.086],49820.605
48509.133,48950.73965,48697.87,22/10/2010 3:00,[56415.89],[53226.652],[52884.562],[48503.42],49820.605
48540.43,48931.3807,48703.93,22/10/2010 4:00,[56158.598],[53605.266],[52794.418],[48511.605],49820.605
48901.04,49172.48765,48985.562,22/10/2010 5:00,[55745.133],[54283.22],[52410.754],[48718.742],49820.605
49387.766,49317.58202,49656.54,22/10/2010 6:00,[55510.758],[54758.188],[51453.227],[49241.066],49820.605
49731.81,50126.16048,50133.69,22/10/2010 7:00,[54902.76],[52202.203],[50679.273],[49729.46],49820.605
50856.824,51572.02001,51664.33,22/10/2010 8:00,[54132.723],[52750.67],[50055.34],[51222.746],49841.824
52605.36,53100.20397,53495.42,22/10/2010 9:00,[53568.73],[52599.04],[49701.03],[52839.098],49841.824
54018.617,53510.45733,54216.81,22/10/2010 10:00,[53085.25],[52388.445],[49311.832],[53891.94],49841.824
54062.035,53603.73228,54033.477,22/10/2010 11:00,[52518.023],[51566.34],[49117.8],[54039.977],49841.824
53893.6,53177.44424,53926.934,22/10/2010 12:00,[52199.52],[50844.043],[48996.613],[53935.367],49841.824
53329.63,52882.56242,53527.855,22/10/2010 13:00,[52450.08],[50200.29],[48966.934],[53418.094],49841.824
52868.797,52814.51277,53270.414,22/10/2010 14:00,[52344.848],[49849.438],[49069.54],[53011.13],49841.824
52635.2,52680.17337,53188.73,22/10/2010 15:00,[51660.156],[49224.203],[49275.2],[52810.1],49841.824
52456.63,52557.95776,53031.34,22/10/2010 16:00,[50362.35],[49029.434],[50536.26],[52565.227],49841.824
52310.86,52327.2147,52838.836,22/10/2010 17:00,[49715.43],[48847.89],[51646.465],[52350.68],49841.824
52066.355,52828.39646,52480.92,22/10/2010 18:00,[49240.52],[48837.367],[52368.17],[52043.63],49841.824
52269.26,52971.14429,52547.867,22/10/2010 19:00,[49143.9],[49406.03],[52823.336],[52308.42],49841.824
52114.03,52534.68791,52396.29,22/10/2010 20:00,[48910.58],[50729.52],[52879.617],[52312.65],49841.824
51606.22,51279.09364,51989.258,22/10/2010 21:00,[48776.66],[51850.594],[52720.46],[51872.547],49841.824
50573.953,50711.23104,50986.273,22/10/2010 22:00,[48722.465],[51758.707],[52787.72],[50752.434],49841.824
50058.562,50213.178,50416.777,22/10/2010 23:00,[48888.85],[52631.707],[52925.707],[50178.57],49841.824
49626.34,50031.32117,49866.227,23/10/2010 0:00,[49344.344],[53744.4],[53216.527],[49650.52],49841.824
49212.297,49671.71397,49576.21,23/10/2010 1:00,[49921.773],[53152.42],[53135.426],[49082.45],49820.605
48976.68,49351.21576,49190.15,23/10/2010 2:00,[50760.84],[52402.484],[52774.473],[48864.41],49820.605
48798.664,49239.36403,48901.426,23/10/2010 3:00,[51574.844],[52030.57],[52706.63],[48652.227],49820.605
48865.516,49199.08177,48948.168,23/10/2010 4:00,[52158.24],[51957.133],[52868.715],[48676.67],49820.605
49011.258,49361.3841,49185.52,23/10/2010 5:00,[52634.652],[52004.973],[52551.57],[48838.434],49820.605
49491.234,49061.22256,49740.844,23/10/2010 6:00,[52815.414],[52084.7],[51376.402],[49314.848],49820.605
49280.035,49288.64137,49441.85,23/10/2010 7:00,[52558.312],[52096.32],[50643.023],[49146.234],49820.605
49622.38,50061.04401,49968.45,23/10/2010 8:00,[52342.895],[52603.957],[49946.848],[49678.64],49841.824
50505.85,51575.53982,51360.38,23/10/2010 9:00,[52160.41],[52361.09],[49572.258],[50780.953],49841.824
52037.82,51949.8129,52953.117,23/10/2010 10:00,[51961.508],[51512.695],[49320.703],[52204.023],49841.824
52141.918,51965.84759,52680.273,23/10/2010 11:00,[51711.51],[50417.08],[49122.387],[52422.395],49802.6
51947.137,51932.21385,52415.242,23/10/2010 12:00,[51589.074],[49858.43],[48991.965],[52304.],49802.6
51778.664,51913.44153,52294.27,23/10/2010 13:00,[52015.32],[49342.484],[49146.25],[52141.082],49802.6
51854.258,51885.08751,52189.793,23/10/2010 14:00,[52406.016],[49115.17],[49646.895],[51879.215],49802.6
51635.66,51821.14431,52150.562,23/10/2010 15:00,[52120.355],[49163.535],[50281.953],[51732.234],49802.6
51358.938,51795.72346,52086.27,23/10/2010 16:00,[51045.758],[49042.293],[51635.906],[51591.414],49802.6
51333.637,51872.57263,51995.625,23/10/2010 17:00,[50234.832],[48901.4],[53957.242],[51536.07],49802.6
51393.207,52464.68281,51976.29,23/10/2010 18:00,[49809.137],[48875.652],[55935.254],[51580.62],49802.6
51841.652,52614.66581,52264.906,23/10/2010 19:00,[49632.438],[49090.445],[56531.797],[51998.83],49802.6
51734.45,52302.38048,52140.848,23/10/2010 20:00,[49735.445],[49932.652],[56778.266],[52032.06],49802.6
51254.918,51095.47691,51713.57,23/10/2010 21:00,[50635.594],[52271.926],[56888.816],[51682.42],49802.6
50244.83,50397.57691,50640.625,23/10/2010 22:00,[52070.062],[54951.094],[56876.832],[50616.273],49802.6
49651.45,49917.90509,49883.05,23/10/2010 23:00,[53607.16],[56299.105],[56731.7],[49925.15],49802.6
49261.4,49557.32016,49337.3,24/10/2010 0:00,[54739.508],[56635.484],[56338.617],[49416.152],49802.6
48813.676,49264.0027,48929.375,24/10/2010 1:00,[55365.582],[56693.05],[55607.06],[48611.848],49820.605
48632.15,49122.62368,48687.754,24/10/2010 2:00,[56097.812],[56563.85],[54561.727],[48499.484],49820.605
48855.688,49032.47745,48700.137,24/10/2010 3:00,[56743.42],[56385.434],[54142.66],[48606.14],49820.605
48941.22,49086.64341,48873.33,24/10/2010 4:00,[57180.793],[56187.754],[53886.945],[48776.14],49820.605
49231.03,49457.78777,49340.74,24/10/2010 5:00,[57364.48],[55920.46],[53162.324],[49183.375],49820.605
50110.29,50107.19262,50206.73,24/10/2010 6:00,[57402.938],[55668.34],[51292.824],[50099.15],49820.605
51159.47,52414.42775,51395.145,24/10/2010 7:00,[57303.297],[55597.49],[50437.68],[51412.867],49820.605
54225.61,54276.99362,54324.664,24/10/2010 8:00,[57049.28],[56497.812],[49772.06],[54237.434],49820.605
55863.73,55874.20496,55867.305,24/10/2010 9:00,[56606.18],[54500.715],[49451.867],[55741.395],49820.605
56677.76,56268.03253,56530.03,24/10/2010 10:00,[55945.45],[53158.484],[49255.19],[56608.625],49802.6
56634.496,56333.34455,56377.008,24/10/2010 11:00,[55084.43],[51722.04],[49067.45],[56603.535],49802.6
56431.543,56154.61645,56312.945,24/10/2010 12:00,[54259.984],[50915.13],[48947.03],[56400.406],49802.6
56065.484,56139.16839,56106.383,24/10/2010 13:00,[53728.348],[50319.586],[49075.81],[56038.117],49802.6
55833.46,56164.78478,56070.812,24/10/2010 14:00,[53302.727],[49989.52],[49581.633],[55801.48],49802.6
55609.83,55944.4056,56073.664,24/10/2010 15:00,[52542.312],[49591.758],[50415.773],[55593.105],49802.6
55171.04,54639.14291,55820.555,24/10/2010 16:00,[51207.04],[49321.57],[52289.223],[55260.21],49802.6
53986.6,53305.91728,54359.285,24/10/2010 17:00,[50401.465],[49116.258],[54894.914],[54166.57],49802.6
52712.37,53434.97697,52998.066,24/10/2010 18:00,[49891.47],[49011.21],[56348.242],[53009.688],49802.6
52613.58,53385.30854,52862.492,24/10/2010 19:00,[49569.656],[49210.945],[56715.1],[52980.594],49802.6
52266.355,52780.87903,52495.734,24/10/2010 20:00,[49327.316],[50083.395],[56921.688],[52770.254],49802.6
51558.555,51368.26215,51842.664,24/10/2010 21:00,[49244.785],[52340.33],[56929.145],[52188.125],49802.6
50374.87,50708.10232,50699.426,24/10/2010 22:00,[49211.727],[54302.746],[56803.06],[50962.188],49802.6
49777.836,50028.388,50046.457,24/10/2010 23:00,[49394.2],[56040.41],[56487.195],[50278.887],49802.6
49272.062,49637.4936,49346.78,25/10/2010 0:00,[49777.695],[56516.355],[55866.79],[49573.215],49802.6
48609.715,49464.4363,49707.668,25/10/2010 1:00,[50544.086],[56571.035],[54882.664],[48986.707],49734.844
48609.527,49300.56961,49499.996,25/10/2010 2:00,[52357.945],[56404.41],[53820.383],[48881.32],49732.797
48797.9,49218.44072,49314.22,25/10/2010 3:00,[54117.465],[55980.11],[53717.45],[48807.793],49732.008
48901.207,49267.9136,49285.234,25/10/2010 4:00,[55614.21],[55465.004],[53659.77],[48841.773],49732.68
49205.223,49587.04299,49502.805,25/10/2010 5:00,[56416.016],[54911.04],[53107.984],[49134.145],49734.72
50004.562,50005.31369,50156.723,25/10/2010 6:00,[56776.55],[54369.01],[51778.176],[49935.793],49732.21
50723.57,52375.70985,50919.617,25/10/2010 7:00,[56865.273],[54288.71],[50991.113],[50829.797],49734.17
53917.88,54145.00076,54015.848,25/10/2010 8:00,[56817.047],[53998.695],[50364.656],[53777.81],49734.29
55538.89,55582.06077,55571.543,25/10/2010 9:00,[56656.805],[53730.15],[49982.324],[55201.176],49732.35
56344.766,56059.58159,56470.312,25/10/2010 10:00,[56273.008],[53119.914],[49628.484],[56007.27],49755.49
56431.633,56215.23539,56427.414,25/10/2010 11:00,[55354.18],[51837.707],[49347.445],[56115.17],49755.49
56332.38,55930.52191,56337.086,25/10/2010 12:00,[54242.152],[50988.543],[49278.457],[56038.34],49755.49
55968.773,56027.70776,55988.496,25/10/2010 13:00,[53707.45],[50402.367],[49384.46],[55609.32],49755.49
55800.312,56372.84464,56034.76,25/10/2010 14:00,[53462.465],[49973.434],[49946.15],[55467.86],49755.49
55779.312,56117.85399,56313.11,25/10/2010 15:00,[52801.18],[49784.004],[50820.406],[55541.098],49755.49
55356.656,54663.19494,56040.375,25/10/2010 16:00,[51413.406],[49552.57],[52522.555],[55168.652],49755.49
54053.76,53267.39492,54616.277,25/10/2010 17:00,[50511.92],[49375.992],[54523.5],[53864.164],49755.49
52701.945,53544.87324,53361.168,25/10/2010 18:00,[49836.605],[49238.312],[56203.12],[52604.168],40896.906
52694.883,53522.77666,53451.387,25/10/2010 19:00,[49480.79],[49412.062],[56665.19],[52700.9],40896.844
52397.04,52900.55256,53277.215,25/10/2010 20:00,[49681.14],[50343.76],[56864.254],[52554.395],40896.8
51656.57,51550.90115,52668.39,25/10/2010 21:00,[49712.973],[52453.293],[56954.418],[51937.332],40896.777
50520.703,50863.75612,51454.63,25/10/2010 22:00,[49918.684],[54596.746],[56911.023],[50720.22],40896.785
49866.65,50144.54171,50688.066,25/10/2010 23:00,[50391.01],[55688.637],[56654.543],[50018.05],40896.816
49274.36,49825.41232,49816.332,26/10/2010 0:00,[51175.742],[55933.645],[56095.43],[49249.17],40896.87
48645.625,49621.85,50125.87,26/10/2010 1:00,[52516.832],[55796.645],[55164.26],[49229.42],49734.562
48824.46,49416.52778,49828.67,26/10/2010 2:00,[54640.484],[55657.547],[54234.223],[49097.992],49733.28
48800.348,49333.61671,49554.703,26/10/2010 3:00,[55747.08],[55506.992],[54074.945],[48933.21],49731.82
49103.723,49377.61433,49500.785,26/10/2010 4:00,[56518.887],[55551.5],[53843.38],[48962.57],49732.727
49381.445,49586.84745,49721.53,26/10/2010 5:00,[56857.395],[55599.473],[53158.406],[49212.855],49735.33
49852.1,50095.45992,50280.477,26/10/2010 6:00,[56971.1],[55421.32],[51771.75],[49743.367],49734.867
50685.47,52137.53607,51286.07,26/10/2010 7:00,[56946.6],[55048.336],[50893.086],[50710.844],49733.43
53405.01,54109.60712,53986.426,26/10/2010 8:00,[56887.055],[54464.184],[50336.31],[53266.836],49731.258
55317.82,55714.8358,55689.69,26/10/2010 9:00,[56749.47],[54223.508],[49913.664],[54907.055],49755.49
56282.836,56039.636,56663.08,26/10/2010 10:00,[56296.99],[53575.785],[49625.63],[55901.93],49755.49
56263.453,56110.61883,56417.965,26/10/2010 11:00,[55276.523],[52205.383],[49408.03],[55900.25],49755.49
56115.336,55901.97234,56184.676,26/10/2010 12:00,[54065.49],[51307.844],[49320.812],[55742.02],49755.49
55802.79,55953.79176,55866.734,26/10/2010 13:00,[53554.207],[50608.473],[49398.406],[55392.945],49755.49
55604.18,56142.10157,55853.49,26/10/2010 14:00,[53369.89],[50156.688],[49729.297],[55236.914],49755.49
55487.69,56015.58397,55990.832,26/10/2010 15:00,[52733.164],[49934.72],[50388.223],[55220.16],49755.49
55155.184,54913.68805,55820.97,26/10/2010 16:00,[51382.55],[49667.227],[53030.402],[54931.77],49755.49
54178.75,53397.43233,54671.867,26/10/2010 17:00,[50460.78],[49476.883],[55591.22],[53946.023],49789.113
52825.52,53527.07865,53266.89,26/10/2010 18:00,[49842.395],[49330.79],[56628.406],[52639.8],49822.734
52764.703,53637.36601,53239.438,26/10/2010 19:00,[49580.37],[49433.027],[56961.004],[52633.95],40896.938
52567.723,53120.14956,53144.203,26/10/2010 20:00,[49901.816],[50257.133],[57136.953],[52610.586],40897.02
51904.605,51643.39393,52582.92,26/10/2010 21:00,[49942.45],[52609.41],[57171.043],[52102.434],40897.11
50655.32,51092.73928,51325.16,26/10/2010 22:00,[50203.31],[54801.664],[57103.68],[50831.57],40896.77
50140.2,50256.39344,50760.54,26/10/2010 23:00,[50757.965],[55942.29],[56932.92],[50277.977],40897.29
49488.305,49921.62044,49808.227,27/10/2010 0:00,[51600.02],[56272.266],[56562.168],[49451.812],40896.938
48977.883,49712.58287,50927.78,27/10/2010 1:00,[53014.406],[56317.64],[55796.285],[49207.23],49735.4
49138.016,49478.31999,50606.113,27/10/2010 2:00,[55004.53],[56221.81],[54738.08],[49097.92],49732.9
