Tmestamp,ANN APEs,Proposed LSTM APEs,LSTM model 1 APEs,LSTM model 2 APEs,LSTM model 3 APEs,CNN-LSTM APEs
20/08/2010 1:00,1.381335967,0.510887214,8.01768153,13.45229635,9.510151849,2.731926572
20/08/2010 2:00,1.57601143,0.480540453,10.50766595,13.03335649,8.989101227,2.575352533
20/08/2010 3:00,2.159601879,1.01233194,11.54173512,10.63477843,9.236890404,1.841582461
20/08/2010 4:00,2.116079879,1.216382374,12.24901831,9.420846313,9.225696139,1.59306448
20/08/2010 5:00,1.450953961,0.80148852,12.35230843,8.999263137,7.456599071,1.71145395
20/08/2010 6:00,0.881369151,0.020020873,10.62241752,7.594564867,3.592461283,1.48061507
20/08/2010 7:00,0.338515027,0.622338971,8.435610026,5.290909965,0.644312668,0.785210316
20/08/2010 8:00,1.119630474,0.076437137,4.019431726,2.808201028,3.528511442,1.020923858
20/08/2010 9:00,1.713965464,0.000336403,0.362161341,0.756419315,8.177522415,2.402140208
20/08/2010 10:00,0.480233578,0.59299808,1.325516734,2.656061305,9.586657976,0.020077744
20/08/2010 11:00,0.163504179,0.158058783,2.255573072,5.803713194,10.14711494,0.377634843
20/08/2010 12:00,1.194236006,1.239636139,1.545616891,5.679782885,8.818738556,1.554917419
20/08/2010 13:00,0.42546993,0.668918627,0.535442772,5.791776289,8.044907576,1.348288323
20/08/2010 14:00,1.459681539,0.038104654,0.127766068,6.422846692,7.528705856,0.725908865
20/08/2010 15:00,2.047412174,0.271267447,0.758783316,7.462234397,6.577395816,0.43982688
20/08/2010 16:00,1.983783657,0.22626281,2.886162864,7.43601031,5.84500241,0.753086082
